Page title,Best known upper bound,Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,Unnamed: 17,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains,formatted_title,reads_url,2015070100,2015080100,2015090100,2015100100,2015110100,2015120100,2016010100,2016020100,2016030100,2016040100,2016050100,2016060100,2016070100,2016080100,2016090100,2016100100,2016110100,2016120100,2017010100,2017020100,2017030100,2017040100,2017050100,2017060100,2017070100,2017080100,2017090100,2017100100,2017110100,2017120100,2018010100,2018020100,2018030100,2018040100,2018050100,2018060100,2018070100,2018080100,2018090100,2018100100,2018110100,2018120100,2019010100,2019020100,2019030100,2019040100,2019050100,2019060100,2019070100,2019080100,2019090100,2019100100,2019110100,2019120100,2020010100,2020020100,2020030100,2020040100,2020050100,2020060100,2020070100,2020080100,2020090100,2020100100,2020110100,2020120100,2021010100,2021020100,2021030100,2021040100,2021050100,2021060100,2021070100,2021080100,2021090100,2021100100,2021110100,2021120100,2022010100,2022020100,2022030100,2022040100,2022050100,2022060100,2022070100,2022080100,2022090100,2022100100,2022110100,2022120100,2023010100,2023020100,2023030100,2023040100,2023050100,2023060100,2023070100,average_monthly_reads,min_time_complexity_class,is_optimal
Ramer–Douglas–Peucker algorithm,,46,Line Simplification,2,,396,,0,0,1,O(n),,,[http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.494.7321 Zhao-Saalfeld (1997)],Zhao-Saalfeld,1997,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.494.7321,,,,0,0,3,n: 3,O(n),n: number of points (n-1 line segments),n,,,Real RAM,,3,n: 3,O(n),Derived: There is an auxiliary sleeve set that is $O(n)$ size worst-case,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000,,,,,,,,,4,,,Image Processing,Ramer%E2%80%93Douglas%E2%80%93Peucker_algorithm,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Ramer%E2%80%93Douglas%E2%80%93Peucker_algorithm/monthly/20150701/20230731,3441,3619,3681,4157,4166,4102,3874,4003,4780,3988,4751,4227,3919,4064,4137,4632,4677,4699,5089,4756,5370,5114,6122,5315,4741,5247,5417,5485,5336,4733,5093,5295,5681,5211,5541,5241,5350,5256,5537,6105,6086,4935,20420,12669,5819,5795,5656,4824,5434,4857,4770,6483,5500,4966,5604,5248,5155,5563,5937,5599,6078,5300,5041,6032,6158,6365,5747,5618,6910,6432,6553,5601,5163,5323,5336,5513,5478,4785,5561,5182,5237,5338,5552,4926,4752,4746,5075,5656,5996,5129,5667,5802,6663,5450,5818,6008,5674,5473.577319587629,3,TRUE
Linear search,,49,Nearest Neighbor Search,2,Nearest Neighbor Search (NNS),416,,,1,1,O(n),,,[- Linear search (1940)],Linear search,1940,-,1,1,,1,0,3,n: 3,O(n),,n,,,Real RAM,,1,n: 1,O(1),Derived: Only ever storing the current shortest distance and the corresponding node,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,1,,1E+12,1,,1.00E+18,1,,4,,,Combinatorics,Linear_search,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Linear_search/monthly/20150701/20230731,5394,6974,9180,11773,10650,8474,8345,9341,9952,10480,8461,6363,7506,7763,10812,11754,13319,10422,10355,11516,13284,11369,11471,8210,7959,8810,11375,13629,14210,11426,11714,11180,12735,12684,12403,7587,8779,10163,12049,16036,12428,10260,9943,9229,10053,11022,8349,5770,6918,8141,9718,10386,11657,8483,8351,8138,8166,8288,7639,7197,7113,8902,10860,11766,12216,11924,10289,10956,12978,10218,8984,8332,10926,10733,10826,10320,10115,9216,9395,8573,10028,8303,6972,5718,5759,5883,6860,6806,7087,6347,6521,5318,5796,4656,4460,3290,3724,9321.783505,3,TRUE
k-d tree,,49,Nearest Neighbor Search,2,Nearest Neighbor Search (NNS),417,,,1,1,"k-d Tree construction: O(n log n)
NNS: O(log n)","Beta distribution B(m, n). See paper for details",https://dl.acm.org/doi/pdf/10.1145/355744.355745,[https://dl.acm.org/doi/pdf/10.1145/355744.355745 k-d Tree (1975)],k-d Tree,1975,https://dl.acm.org/doi/pdf/10.1145/355744.355745,1,1,https://www.geeksforgeeks.org/k-dimensional-tree/,1,4->5,4,n: 4,"k-d Tree construction: $O(n \log n)$
NNS: $O(n)$",n: number of elements,n,,,Real RAM,,3,n: 3,O(n),https://dl.acm.org/doi/pdf/10.1145/355744.355745,0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965,100.3512293,,19931568.57,50171.66594,,29897352854,33447777.3,,4,,,Combinatorics,k-d_tree,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/k-d_tree/monthly/20150701/20230731,,1,,,,,,0,,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,0,,,0,,,,,0,,,,,,,,,,,,,0,,,,,,,,,0,,0,0,0,,,,,0,0,0.875,3,FALSE
R-tree,,49,Nearest Neighbor Search,2,Nearest Neighbor Search (NNS),418,,,1,1,"R-Tree construction: O(n log n)
NNS: O(log n)",,,[http://www-db.deis.unibo.it/courses/SI-LS/papers/Gut84.pdf R-tree (1984)],R-tree,1984,http://www-db.deis.unibo.it/courses/SI-LS/papers/Gut84.pdf,,,,0,0,4,n: 4,"R-Tree construction: $O(n \log n)$
NNS: $O(n)$",n: number of elements,n,,,Real RAM,,2,n: 2,O(log n),"https://www.sciencedirect.com/science/article/pii/S1877050915019675, Table 2",0,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics,R-tree,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/R-tree/monthly/20150701/20230731,10363,10256,11868,9741,9585,10185,11638,9965,11808,10494,10105,9142,8092,8794,8589,9622,10592,9923,11067,12064,11182,11291,11316,9741,8472,8540,8706,9249,9743,9259,9257,8590,9714,10565,10022,9173,8589,7942,7448,9425,8455,9126,8889,8359,9003,9339,8730,7968,7487,7553,7350,8621,9221,8036,7813,7773,7607,8666,8163,7401,6567,6255,6123,7089,7277,6930,6814,6897,8674,8600,8099,8137,7029,6608,6531,7194,7410,7763,7100,6759,7472,7806,8313,7142,6669,6769,6814,6930,7274,6637,6887,7167,7762,7649,9474,7003,6873,8517.257731958764,3,FALSE
Subset sum problem,"\tilde{O}(min{\sqrt{n'}t, t^{5/4}, σ})",66,The Subset-Sum Problem,2,Subset Sum,541,,,1,1,O(2^{(n/2)}),,,[https://dl.acm.org/doi/10.1145/321812.321823 Horowitz and Sahni (1974)],Horowitz and Sahni,1974,https://dl.acm.org/doi/10.1145/321812.321823,,,,1,0,8,n: 8,$O(2^{(n/2)})$,n: the number of integers in the set,n,,,Word RAM,words,8,"n: 8,
t: 1",O(2^{(n/2)}),https://dl.acm.org/doi/10.1145/321812.321823,0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics,Subset_sum_problem,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Subset_sum_problem/monthly/20150701/20230731,8812,8136,9700,11712,14063,13303,11208,12764,12129,13821,12366,9587,17323,10858,10134,12880,14501,13148,11550,11223,13675,13647,13261,9921,9500,9043,10483,11994,14674,11514,10956,9494,10826,13359,12206,8737,8217,8379,9379,11734,14340,13900,11445,10640,12463,13760,12479,9615,9097,8946,10444,13182,13153,12380,11003,11896,10544,13912,12559,12308,9901,9850,11206,13717,15521,17179,13413,11455,13930,15882,12608,10553,10683,10707,10255,12675,15448,13552,11307,13094,12992,13044,13023,9801,8382,7772,8094,9592,11897,10161,8317,7838,8685,8851,8342,7106,6602,11461.01030927835,3,FALSE
Dynamic programming,"\tilde{O}(min{\sqrt{n'}t, t^{5/4}, σ})",66,The Subset-Sum Problem,2,Subset Sum,542,,,1,1,O(n t),,,[https://onlinelibrary.wiley.com/doi/10.1002/nav.3800030107 Bellman dynamic programming algorithm (1956)],Bellman dynamic programming algorithm,1956,https://onlinelibrary.wiley.com/doi/10.1002/nav.3800030107,,,,1,0,3,"n: 3,
t: 3",$O(n t)$,"n: the number of integers in the set
t: the target sum",n,,,Word RAM,words,1,"n: 1,
t: 3",O(t),"https://dl.acm.org/doi/pdf/10.1145/3329863, Table 1",0,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Subset_sum_problem,,,,,1,0.539926526,1,1.371373706,1,2.651741273,inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics,Dynamic_programming,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Dynamic_programming/monthly/20150701/20230731,28605,30430,35201,42390,41304,37145,34061,35258,40128,41181,41761,33302,37626,35352,44919,48620,49964,46224,43865,44054,49318,48568,44491,36659,35586,36813,41996,51517,53161,44863,45974,43636,48903,50140,47961,41399,38422,38717,40140,44737,40048,35297,33161,32009,37793,39124,33709,29101,29140,26707,29447,34080,33602,29003,30139,35513,35270,40526,36472,33411,30271,30933,32582,38960,40485,45045,36578,35217,41654,37769,35008,33186,38565,33925,33247,36794,40011,38030,35298,33591,34977,33707,33373,31532,29425,28706,27397,30196,32305,32325,29444,25776,28265,25715,24442,21622,23288,36779.24742268041,3,TRUE
Subset sum problem,"\tilde{O}(min{\sqrt{n'}t, t^{5/4}, σ})",66,The Subset-Sum Problem,2,Subset Sum,543,,,1,1,O(n max(S)),,,[https://www.sciencedirect.com/science/article/abs/pii/S0196677499910349 Psinger (1999)],Psinger,1999,https://www.sciencedirect.com/science/article/abs/pii/S0196677499910349,,,,1,0,3,"n: 3,
max(S): 3",$O(n max(S))$,"n: the number of integers in the set
max(S): largest number in the set",n,,,Word RAM,words,1,"n: 1,
t: 3",O(t),"https://dl.acm.org/doi/pdf/10.1145/3329863, Table 1",0,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics,Subset_sum_problem,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Subset_sum_problem/monthly/20150701/20230731,8812,8136,9700,11712,14063,13303,11208,12764,12129,13821,12366,9587,17323,10858,10134,12880,14501,13148,11550,11223,13675,13647,13261,9921,9500,9043,10483,11994,14674,11514,10956,9494,10826,13359,12206,8737,8217,8379,9379,11734,14340,13900,11445,10640,12463,13760,12479,9615,9097,8946,10444,13182,13153,12380,11003,11896,10544,13912,12559,12308,9901,9850,11206,13717,15521,17179,13413,11455,13930,15882,12608,10553,10683,10707,10255,12675,15448,13552,11307,13094,12992,13044,13023,9801,8382,7772,8094,9592,11897,10161,8317,7838,8685,8851,8342,7106,6602,11461.01030927835,3,TRUE
Subset sum problem,"\tilde{O}(min{\sqrt{n'}t, t^{5/4}, σ})",66,The Subset-Sum Problem,2,Subset Sum,544,,,1,1,"\tilde{O}(min{\sqrt{n'}t, t^{5/4}, σ})",,,[https://dl.acm.org/doi/pdf/10.1145/3329863 Koiliaris and Xu (2019)],Koiliaris and Xu,2019,https://dl.acm.org/doi/pdf/10.1145/3329863,,,,1,0,4,"n: 4,
t: 4.25,
\sigma: 3","$\tilde{O}(min{\sqrt{n'}t, t^{5/4}, σ})$","n': the number of distinct elements in the set
t: the target sum
σ: sum of elements in the set",n,,,Word RAM,words,1,"n: 1,
t: 3",O(t),"https://dl.acm.org/doi/pdf/10.1145/3329863, Table 1",0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics,Subset_sum_problem,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Subset_sum_problem/monthly/20150701/20230731,8812,8136,9700,11712,14063,13303,11208,12764,12129,13821,12366,9587,17323,10858,10134,12880,14501,13148,11550,11223,13675,13647,13261,9921,9500,9043,10483,11994,14674,11514,10956,9494,10826,13359,12206,8737,8217,8379,9379,11734,14340,13900,11445,10640,12463,13760,12479,9615,9097,8946,10444,13182,13153,12380,11003,11896,10544,13912,12559,12308,9901,9850,11206,13717,15521,17179,13413,11455,13930,15882,12608,10553,10683,10707,10255,12675,15448,13552,11307,13094,12992,13044,13023,9801,8382,7772,8094,9592,11897,10161,8317,7838,8685,8851,8342,7106,6602,11461.01030927835,3,FALSE
Maximum subarray problem,O(n),80,Maximum Subarray Problem,2,1D Maximum Subarray,622,,,1,1,O(n^3),Any distribution/runtime same regardless of input,(same general behavior regardless of input),[- Brute Force (1977)],Brute Force,1977,-,1,1,,1,0,6,n: 6,O(n^3),n: length of array,n,,,Word/Real RAM,words,1,n: 1,O(1),"keep track of which subarray is being computed, along with current maximum",1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Maximum_subarray_problem,,,,,,,,,,,1000000000,1,,1.00E+18,1,,1.00E+27,1,,3,,,Combinatorics,Maximum_subarray_problem,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Maximum_subarray_problem/monthly/20150701/20230731,8139,10511,13039,13753,11067,9267,12422,14209,14198,12269,14437,11888,12391,13300,16150,17087,14058,10396,12005,13089,13094,11313,10519,9690,10275,10634,14259,16292,14795,9788,12817,11572,11615,10400,9360,8340,9098,9093,12758,13692,10014,9613,9932,9953,10169,8598,8246,7932,7777,8286,10102,10392,8903,7693,9675,11490,10882,19165,18357,11390,11472,13785,14717,16183,14929,13497,14582,16239,17638,15418,13465,12153,17489,17433,17753,18872,17749,15139,19712,18582,18178,14016,14005,14387,12673,12497,12655,14349,12174,9091,15287,9218,10087,7443,7878,6773,9221,12457.59793814433,2,FALSE
Maximum subarray problem,O(n),80,Maximum Subarray Problem,2,1D Maximum Subarray,623,,,1,1,O(n^2),^see above,^see above,[- Grenander (1977)],Grenander,1977,-,,,,1,3->4,5,n: 5,O(n^2),n: length of array,n,,,Word/Real RAM,words,3,n: 3,O(n),storing precomputed cumulative sums,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Maximum_subarray_problem,,,,,,,,,,,1000000,1000,0.205260937,1E+12,1000000,0.452653926,1.00E+18,1000000000,0.750827032,3,,1.09951E+12,Combinatorics,Maximum_subarray_problem,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Maximum_subarray_problem/monthly/20150701/20230731,8139,10511,13039,13753,11067,9267,12422,14209,14198,12269,14437,11888,12391,13300,16150,17087,14058,10396,12005,13089,13094,11313,10519,9690,10275,10634,14259,16292,14795,9788,12817,11572,11615,10400,9360,8340,9098,9093,12758,13692,10014,9613,9932,9953,10169,8598,8246,7932,7777,8286,10102,10392,8903,7693,9675,11490,10882,19165,18357,11390,11472,13785,14717,16183,14929,13497,14582,16239,17638,15418,13465,12153,17489,17433,17753,18872,17749,15139,19712,18582,18178,14016,14005,14387,12673,12497,12655,14349,12174,9091,15287,9218,10087,7443,7878,6773,9221,12457.59793814433,2,FALSE
Maximum subarray problem,O(n),80,Maximum Subarray Problem,2,1D Maximum Subarray,623,,,1,1,O(n^2),^see above,^see above,[https://dl.acm.org/doi/pdf/10.1145/358234.381162 Faster Brute Force (via x[L:U] = x[L:U-1]+x[U]) (1977)],Faster Brute Force (via x[L:U] = x[L:U-1]+x[U]),1977,https://dl.acm.org/doi/pdf/10.1145/358234.381162,,,,0,0,5,n: 5,O(n^2),n: length of array,n,,,Word/Real RAM,words,1,n: 1,O(1),"keep track of which subarray is being computed, along with current maximum",1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Maximum_subarray_problem,,,,,,,,,,,1000000,1000,,1E+12,1000000,,1.00E+18,1000000000,,3,,1.09951E+12,Combinatorics,Maximum_subarray_problem,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Maximum_subarray_problem/monthly/20150701/20230731,8139,10511,13039,13753,11067,9267,12422,14209,14198,12269,14437,11888,12391,13300,16150,17087,14058,10396,12005,13089,13094,11313,10519,9690,10275,10634,14259,16292,14795,9788,12817,11572,11615,10400,9360,8340,9098,9093,12758,13692,10014,9613,9932,9953,10169,8598,8246,7932,7777,8286,10102,10392,8903,7693,9675,11490,10882,19165,18357,11390,11472,13785,14717,16183,14929,13497,14582,16239,17638,15418,13465,12153,17489,17433,17753,18872,17749,15139,19712,18582,18178,14016,14005,14387,12673,12497,12655,14349,12174,9091,15287,9218,10087,7443,7878,6773,9221,12457.59793814433,2,FALSE
Maximum subarray problem,O(n),80,Maximum Subarray Problem,2,1D Maximum Subarray,624,,,1,1,O(nlogn),^see above,^see above,[- Shamos (1978)],Shamos,1978,-,,,,1,4->5,4,n: 4,O(n \log n),n: length of array,n,,,Word/Real RAM,words,2,n: 2,O(\log n),keep track of recursive maximums,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Maximum_subarray_problem,,,,,,,,,,,9965.784285,100343.3319,0.353998299,19931568.57,50171665944,0.91245407,29897352854,3.34E+16,1.721772176,3,,,Combinatorics,Maximum_subarray_problem,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Maximum_subarray_problem/monthly/20150701/20230731,8139,10511,13039,13753,11067,9267,12422,14209,14198,12269,14437,11888,12391,13300,16150,17087,14058,10396,12005,13089,13094,11313,10519,9690,10275,10634,14259,16292,14795,9788,12817,11572,11615,10400,9360,8340,9098,9093,12758,13692,10014,9613,9932,9953,10169,8598,8246,7932,7777,8286,10102,10392,8903,7693,9675,11490,10882,19165,18357,11390,11472,13785,14717,16183,14929,13497,14582,16239,17638,15418,13465,12153,17489,17433,17753,18872,17749,15139,19712,18582,18178,14016,14005,14387,12673,12497,12655,14349,12174,9091,15287,9218,10087,7443,7878,6773,9221,12457.59793814433,2,FALSE
Maximum subarray problem,O(n),80,Maximum Subarray Problem,2,1D Maximum Subarray,625,,,1,1,O(n),^see above,^see above,[- Kadane's Algorithm (1982)],Kadane's Algorithm,1982,-,1,1,,1,5->6,3,n: 3,O(n),n: length of array,n,,,Word/Real RAM,words,1,n: 1,O(1) auxiliary,keep track of current tail sum and best sum,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Maximum_subarray_problem,,,,,,,,,,,1000,1000000,0.389495494,1000000,1E+12,0.930697729,1000000000,1.00E+18,1.682695795,3,,,Combinatorics,Maximum_subarray_problem,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Maximum_subarray_problem/monthly/20150701/20230731,8139,10511,13039,13753,11067,9267,12422,14209,14198,12269,14437,11888,12391,13300,16150,17087,14058,10396,12005,13089,13094,11313,10519,9690,10275,10634,14259,16292,14795,9788,12817,11572,11615,10400,9360,8340,9098,9093,12758,13692,10014,9613,9932,9953,10169,8598,8246,7932,7777,8286,10102,10392,8903,7693,9675,11490,10882,19165,18357,11390,11472,13785,14717,16183,14929,13497,14582,16239,17638,15418,13465,12153,17489,17433,17753,18872,17749,15139,19712,18582,18178,14016,14005,14387,12673,12497,12655,14349,12174,9091,15287,9218,10087,7443,7878,6773,9221,12457.59793814433,2,FALSE
Planted motif search,,99,Motif Search,2,Motif Search,,,,1,1,O(n^2m \sigma),,,[https://link.springer.com/chapter/10.1007/11682462_69 Risotto (2006)],Risotto,2006,https://link.springer.com/chapter/10.1007/11682462_69,,,,0,0,5.5,"m: 3,
n: 5,
\sigma: 3,
mn: 5.5",$O(mn^2 \sigma)$,"$n$: size of set of input strings
$m$: size of input strings
$k$: length of substrings
$\sigma$: function V(k, m) defined as the number of k-mers that are at most m Hamming distance from the motif space
$w$: size of a word machine",mn,,,Word RAM,words,5.5,"m: 3,
n: 5,
k: 1,
mn: 5.5",O(mn^2),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2966288/pdf/1471-2105-11-S8-S1.pdf,0,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,4,,,Bioinformatics,Planted_motif_search,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Planted_motif_search/monthly/20150701/20230731,111,121,152,158,157,117,109,113,109,94,84,78,93,103,140,103,148,104,84,140,130,146,118,85,71,100,67,110,233,98,94,100,292,96,101,79,48,74,90,65,113,87,67,95,81,119,75,76,89,44,117,77,101,83,79,92,68,96,71,55,36,46,103,82,73,116,59,165,91,74,78,58,63,27,136,32,66,121,44,46,43,39,52,43,52,17,38,106,58,40,33,20,36,27,46,35,23,86.84536082474227,2.75,FALSE
Planted motif search,,99,Motif Search,2,Motif Search,,,,1,1,O(nm^2 \sigma),,,[https://ieeexplore.ieee.org/abstract/document/4359890 PMS (2007)],PMS,2007,https://ieeexplore.ieee.org/abstract/document/4359890,,,,0,0,5.5,"m: 5,
n: 3,
\sigma: 3,
mn: 5.5",$O(nm^2 \sigma)$,"$n$: size of set of input strings
$m$: size of input strings
$k$: length of substrings
$\sigma$: function V(k, m) defined as the number of k-mers that are at most m Hamming distance from the motif space
$w$: size of a word machine",mn,,,Word RAM,words,5.5,"m: 5,
n: 3,
k: 1,
mn: 5.5",O(m^2 n),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2966288/pdf/1471-2105-11-S8-S1.pdf,0,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,4,,,Bioinformatics,Planted_motif_search,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Planted_motif_search/monthly/20150701/20230731,111,121,152,158,157,117,109,113,109,94,84,78,93,103,140,103,148,104,84,140,130,146,118,85,71,100,67,110,233,98,94,100,292,96,101,79,48,74,90,65,113,87,67,95,81,119,75,76,89,44,117,77,101,83,79,92,68,96,71,55,36,46,103,82,73,116,59,165,91,74,78,58,63,27,136,32,66,121,44,46,43,39,52,43,52,17,38,106,58,40,33,20,36,27,46,35,23,86.84536082474227,2.75,FALSE
Change-making problem,O(nS),130,Change-Making Problem,2,Change-Making Problem,961,,,1,1,O(Sn),Any distribution/runtime same regardless of input,(same general behavior regardless of input),[https://dl.acm.org/doi/10.1145/321864.321874 Dynamic Programming (1953)],Dynamic Programming,1953,https://dl.acm.org/doi/10.1145/321864.321874,2,1,"https://en.wikipedia.org/wiki/Change-making_problem#:~:text=It%20is%20also%20the%20most,the%20order%20of%20the%20coins.",1,1->4,5,"n: 5,
S: 3",$O(Sn)$,"n: number of coin denominations
S: sum to be made",n,,,Word RAM,words,5,"n: 5,
S: 3",O(Sn),Easily derived,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Change-making_problem,,,,,,,,,,,50000,Inf,inf,50000000,Inf,inf,50000000000,Inf,inf,1,,,Combinatorics,Change-making_problem,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Change-making_problem/monthly/20150701/20230731,2640,3111,3850,4812,4597,3529,3660,4190,4379,4922,4310,3647,3177,3153,4198,5493,5453,4968,5301,5828,6030,5469,4662,4006,3975,4143,5388,6113,5272,4278,4789,4690,5370,5069,4389,3115,5184,3275,4073,4743,4272,3094,3466,3571,3922,3678,3705,3039,2986,3220,4242,6044,5824,4265,4626,5025,4312,5556,4334,4581,3547,3852,4841,5456,5641,4773,4380,4314,4819,4204,3520,3115,3639,3673,3801,4437,5062,3496,3106,3219,3248,3083,2785,2518,2385,2556,2418,2825,3085,2391,2326,2081,2948,2201,2012,1709,1909,4004,4,FALSE
Matrix chain multiplication,$O(\log \log n)$,3,Matrix Chain Multiplication,2,Approximate MCOP,35,,,1,0,$O(\log n)$,,,[https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.218.8168&rep=rep1&type=pdf Czumaj (1996)],Czumaj,1996,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.218.8168&rep=rep1&type=pdf,,,,0,0,2,n: 2,$O(\log n)$,n: number of matrices in chain,n,,,CREW PRAM,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,,1,1.1547,0,1,$n / \log n$,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics,Matrix_chain_multiplication,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Matrix_chain_multiplication/monthly/20150701/20230731,2498,3053,4626,6254,6720,5261,3668,4656,4982,5916,5071,3371,2356,3067,4620,6511,7664,6077,4138,4638,5887,5702,5330,3166,2480,3410,4812,7105,7852,5802,4342,4399,5608,5768,4558,2916,2397,3142,4224,5590,5975,4998,2933,2863,4506,5678,3852,2526,2089,2438,3961,4591,6001,4511,2812,3186,3262,3904,3702,2982,2260,2163,3199,4347,4185,4104,3038,2807,3450,3348,3315,3349,3437,3843,4159,4417,4825,4909,3334,3266,4110,4362,4203,3599,2626,2056,2567,3269,4401,3527,3162,3217,3546,3234,3025,2289,1691,4052.020618556701,1.99,FALSE
